values
-2.9992422750325285
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.172866025462091
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.6759432354874644
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462230620747596
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
-3.7462319750759017
