values
-2.26398822503253
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.7868672675766994
-2.9530929827977364
-2.9530929827977364
-2.9530929827977364
-2.9530929827977364
-2.9530929827977364
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-2.9947268250975885
-3.648616176494001
-3.648616176494001
-3.648616176494001
-3.648616176494001
-3.648616176494001
-3.648616176494001
-3.7447268250975885
-3.7447268250975885
-3.7447268250975885
-3.7447268250975885
-3.7447268250975885
-3.7447268250975885
-3.7447268250975885
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.7454794000867455
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
-3.746231975075902
